23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:910,0
23:05:2018 15:53:26:960,0
23:05:2018 15:53:27:010,0
23:05:2018 15:53:27:060,0
23:05:2018 15:53:27:110,0
23:05:2018 15:53:27:160,0
23:05:2018 15:53:27:210,0
23:05:2018 15:53:27:260,0
23:05:2018 15:53:27:310,0
23:05:2018 15:53:27:360,0
23:05:2018 15:53:27:410,0
23:05:2018 15:53:27:460,0
23:05:2018 15:53:27:510,0
23:05:2018 15:53:27:560,0
23:05:2018 15:53:27:610,0
23:05:2018 15:53:27:660,0
23:05:2018 15:53:27:710,0
23:05:2018 15:53:27:760,0
23:05:2018 15:53:27:810,0
23:05:2018 15:53:27:860,0
23:05:2018 15:53:27:910,0
23:05:2018 15:53:27:960,0
23:05:2018 15:53:28:010,0
23:05:2018 15:53:28:060,0
23:05:2018 15:53:28:110,0
23:05:2018 15:53:28:160,0
23:05:2018 15:53:28:210,0
23:05:2018 15:53:28:260,0
23:05:2018 15:53:28:310,0
23:05:2018 15:53:28:360,0
23:05:2018 15:53:28:410,0
23:05:2018 15:53:28:460,0
23:05:2018 15:53:28:510,0
23:05:2018 15:53:28:560,0
23:05:2018 15:53:28:610,0
23:05:2018 15:53:28:660,0
23:05:2018 15:53:28:710,0
23:05:2018 15:53:28:760,0
23:05:2018 15:53:28:810,0
23:05:2018 15:53:28:860,0
23:05:2018 15:53:28:910,0
23:05:2018 15:53:28:960,0
23:05:2018 15:53:29:010,0
23:05:2018 15:53:29:060,0
23:05:2018 15:53:29:110,0
23:05:2018 15:53:29:160,0
23:05:2018 15:53:29:210,0
23:05:2018 15:53:29:260,0
23:05:2018 15:53:29:310,0
23:05:2018 15:53:29:360,0
23:05:2018 15:53:29:410,0
23:05:2018 15:53:29:460,0
23:05:2018 15:53:29:510,0
23:05:2018 15:53:29:560,0
23:05:2018 15:53:29:610,0
23:05:2018 15:53:29:660,0
23:05:2018 15:53:29:710,0
23:05:2018 15:53:29:760,0
23:05:2018 15:53:29:810,0
23:05:2018 15:53:29:860,0
23:05:2018 15:53:29:910,0
23:05:2018 15:53:29:960,0
23:05:2018 15:53:30:010,0
23:05:2018 15:53:30:060,0
23:05:2018 15:53:30:110,0
23:05:2018 15:53:30:160,0
23:05:2018 15:53:30:210,0
23:05:2018 15:53:30:260,0
23:05:2018 15:53:30:310,0
23:05:2018 15:53:30:360,0
23:05:2018 15:53:30:410,0
23:05:2018 15:53:30:460,0
23:05:2018 15:53:30:510,0
23:05:2018 15:53:30:560,0
23:05:2018 15:53:30:610,0
23:05:2018 15:53:30:660,0
23:05:2018 15:53:30:710,0
23:05:2018 15:53:30:760,0
23:05:2018 15:53:30:810,0
23:05:2018 15:53:30:860,0
23:05:2018 15:53:30:910,0
23:05:2018 15:53:30:960,0
23:05:2018 15:53:31:010,0
23:05:2018 15:53:31:060,0
23:05:2018 15:53:31:110,0
23:05:2018 15:53:31:160,0
23:05:2018 15:53:31:210,0
23:05:2018 15:53:31:260,0
23:05:2018 15:53:31:310,0
23:05:2018 15:53:31:360,0
23:05:2018 15:53:31:410,0
23:05:2018 15:53:31:460,0
23:05:2018 15:53:31:510,0
23:05:2018 15:53:31:560,0
23:05:2018 15:53:31:610,0
23:05:2018 15:53:31:660,0
23:05:2018 15:53:31:710,0
23:05:2018 15:53:31:760,0
23:05:2018 15:53:31:810,0
23:05:2018 15:53:31:860,0
23:05:2018 15:53:31:910,0
23:05:2018 15:53:31:960,0
23:05:2018 15:53:32:010,0
23:05:2018 15:53:32:060,0
23:05:2018 15:53:32:110,0
23:05:2018 15:53:32:160,0
23:05:2018 15:53:32:210,0
23:05:2018 15:53:32:260,0
23:05:2018 15:53:32:310,0
23:05:2018 15:53:32:360,0
23:05:2018 15:53:32:410,0
23:05:2018 15:53:32:460,0
23:05:2018 15:53:32:510,0
23:05:2018 15:53:32:560,0
23:05:2018 15:53:32:610,0
23:05:2018 15:53:32:660,0
23:05:2018 15:53:32:710,0
23:05:2018 15:53:32:760,0
23:05:2018 15:53:32:810,0
23:05:2018 15:53:32:860,0
23:05:2018 15:53:32:910,0
23:05:2018 15:53:32:960,0
23:05:2018 15:53:33:010,0
23:05:2018 15:53:33:060,0
23:05:2018 15:53:33:110,0
23:05:2018 15:53:33:160,0
23:05:2018 15:53:33:210,0
23:05:2018 15:53:33:288,0
23:05:2018 15:53:33:288,9.375
23:05:2018 15:53:33:320,9.375
23:05:2018 15:53:33:320,19.5
23:05:2018 15:53:33:336,19.5
23:05:2018 15:53:33:336,32.125
23:05:2018 15:53:33:352,32.125
23:05:2018 15:53:33:352,44.6875
23:05:2018 15:53:33:368,44.6875
23:05:2018 15:53:33:368,55.875
23:05:2018 15:53:33:384,55.875
23:05:2018 15:53:33:384,64
23:05:2018 15:53:33:400,64
23:05:2018 15:53:33:400,69.9375
23:05:2018 15:53:33:416,69.9375
23:05:2018 15:53:33:416,72.8125
23:05:2018 15:53:33:432,72.8125
23:05:2018 15:53:33:432,77.625
23:05:2018 15:53:33:448,77.625
23:05:2018 15:53:33:448,74.6875
23:05:2018 15:53:33:464,74.6875
23:05:2018 15:53:33:464,75.625
23:05:2018 15:53:33:480,75.625
23:05:2018 15:53:33:480,82.5
23:05:2018 15:53:33:496,82.5
23:05:2018 15:53:33:496,81
23:05:2018 15:53:33:512,81
23:05:2018 15:53:33:512,78.625
23:05:2018 15:53:33:528,78.625
23:05:2018 15:53:33:528,80.875
23:05:2018 15:53:33:544,80.875
23:05:2018 15:53:33:544,82.5
23:05:2018 15:53:33:560,82.5
23:05:2018 15:53:33:560,82.5625
23:05:2018 15:53:33:576,82.5625
23:05:2018 15:53:33:576,81.3125
23:05:2018 15:53:33:593,81.3125
23:05:2018 15:53:33:593,80.1875
23:05:2018 15:53:33:625,80.1875
23:05:2018 15:53:33:625,81.125
23:05:2018 15:53:33:641,81.125
23:05:2018 15:53:33:641,81.75
23:05:2018 15:53:33:657,81.75
23:05:2018 15:53:33:657,82.5
23:05:2018 15:53:33:689,82.5
23:05:2018 15:53:33:689,55.625
23:05:2018 15:53:33:705,55.625
23:05:2018 15:53:33:705,46.5
23:05:2018 15:53:33:721,46.5
23:05:2018 15:53:33:721,37.625
23:05:2018 15:53:33:737,37.625
23:05:2018 15:53:33:737,30.25
23:05:2018 15:53:33:753,30.25
23:05:2018 15:53:33:753,25
23:05:2018 15:53:33:769,25
23:05:2018 15:53:33:769,20.6875
23:05:2018 15:53:33:785,20.6875
23:05:2018 15:53:33:785,17.625
23:05:2018 15:53:33:801,17.625
23:05:2018 15:53:33:801,12.5
23:05:2018 15:53:33:817,12.5
23:05:2018 15:53:33:817,7.625
23:05:2018 15:53:33:833,7.625
23:05:2018 15:53:33:833,3.125
23:05:2018 15:53:33:849,3.125
23:05:2018 15:53:33:849,0
23:05:2018 15:53:33:849,0
23:05:2018 15:53:33:899,0
23:05:2018 15:53:33:949,0
23:05:2018 15:53:33:999,0
23:05:2018 15:53:34:049,0
23:05:2018 15:53:34:099,0
23:05:2018 15:53:34:149,0
23:05:2018 15:53:34:199,0
23:05:2018 15:53:34:249,0
23:05:2018 15:53:34:299,0
23:05:2018 15:53:34:349,0
23:05:2018 15:53:34:404,0
23:05:2018 15:53:34:404,15.875
23:05:2018 15:53:34:420,15.875
23:05:2018 15:53:34:420,33.0625
23:05:2018 15:53:34:436,33.0625
23:05:2018 15:53:34:436,50.1875
23:05:2018 15:53:34:452,50.1875
23:05:2018 15:53:34:452,68
23:05:2018 15:53:34:468,68
23:05:2018 15:53:34:468,77.8125
23:05:2018 15:53:34:484,77.8125
23:05:2018 15:53:34:484,90.125
23:05:2018 15:53:34:500,90.125
23:05:2018 15:53:34:500,97.4375
23:05:2018 15:53:34:516,97.4375
23:05:2018 15:53:34:516,103.5
23:05:2018 15:53:34:532,103.5
23:05:2018 15:53:34:532,108.75
23:05:2018 15:53:34:548,108.75
23:05:2018 15:53:34:548,112.4375
23:05:2018 15:53:34:564,112.4375
23:05:2018 15:53:34:564,115.3125
23:05:2018 15:53:34:580,115.3125
23:05:2018 15:53:34:580,116.5625
23:05:2018 15:53:34:596,116.5625
23:05:2018 15:53:34:596,118.3125
23:05:2018 15:53:34:612,118.3125
23:05:2018 15:53:34:612,118.75
23:05:2018 15:53:34:628,118.75
23:05:2018 15:53:34:628,118.4375
23:05:2018 15:53:34:644,118.4375
23:05:2018 15:53:34:644,119.875
23:05:2018 15:53:34:660,119.875
23:05:2018 15:53:34:660,120.25
23:05:2018 15:53:34:676,120.25
23:05:2018 15:53:34:676,117.5
23:05:2018 15:53:34:692,117.5
23:05:2018 15:53:34:692,114.625
23:05:2018 15:53:34:709,114.625
23:05:2018 15:53:34:709,118.3125
23:05:2018 15:53:34:725,118.3125
23:05:2018 15:53:34:725,121.1875
23:05:2018 15:53:34:741,121.1875
23:05:2018 15:53:34:741,119.0625
23:05:2018 15:53:34:757,119.0625
23:05:2018 15:53:34:757,116.5625
23:05:2018 15:53:34:773,116.5625
23:05:2018 15:53:34:773,117.8125
23:05:2018 15:53:34:789,117.8125
23:05:2018 15:53:34:789,118
23:05:2018 15:53:34:805,118
23:05:2018 15:53:34:805,118.625
23:05:2018 15:53:34:821,118.625
23:05:2018 15:53:34:821,119.3125
23:05:2018 15:53:34:853,119.3125
23:05:2018 15:53:34:853,117.8125
23:05:2018 15:53:34:869,117.8125
23:05:2018 15:53:34:869,117
23:05:2018 15:53:34:885,117
23:05:2018 15:53:34:885,118.5
23:05:2018 15:53:34:901,118.5
23:05:2018 15:53:34:901,117.625
23:05:2018 15:53:34:917,117.625
23:05:2018 15:53:34:917,62.0625
23:05:2018 15:53:34:933,62.0625
23:05:2018 15:53:34:933,74.0625
23:05:2018 15:53:34:949,74.0625
23:05:2018 15:53:34:949,63.25
23:05:2018 15:53:34:965,63.25
23:05:2018 15:53:34:965,54.5625
23:05:2018 15:53:34:981,54.5625
23:05:2018 15:53:34:981,48
23:05:2018 15:53:34:997,48
23:05:2018 15:53:34:997,38.25
23:05:2018 15:53:35:014,38.25
23:05:2018 15:53:35:014,28.25
23:05:2018 15:53:35:030,28.25
23:05:2018 15:53:35:030,24.75
23:05:2018 15:53:35:046,24.75
23:05:2018 15:53:35:046,20.25
23:05:2018 15:53:35:062,20.25
23:05:2018 15:53:35:062,15.25
23:05:2018 15:53:35:078,15.25
23:05:2018 15:53:35:078,11.25
23:05:2018 15:53:35:094,11.25
23:05:2018 15:53:35:094,5.375
23:05:2018 15:53:35:110,5.375
23:05:2018 15:53:35:110,0
23:05:2018 15:53:35:110,0
23:05:2018 15:53:35:160,0
23:05:2018 15:53:35:210,0
23:05:2018 15:53:35:260,0
23:05:2018 15:53:35:310,0
23:05:2018 15:53:35:360,0
23:05:2018 15:53:35:410,0
23:05:2018 15:53:35:460,0
23:05:2018 15:53:35:510,0
23:05:2018 15:53:35:560,0
23:05:2018 15:53:35:610,0
23:05:2018 15:53:35:660,0
23:05:2018 15:53:35:710,0
23:05:2018 15:53:35:760,0
23:05:2018 15:53:35:810,0
23:05:2018 15:53:35:860,0
23:05:2018 15:53:35:910,0
23:05:2018 15:53:35:960,0
23:05:2018 15:53:36:025,0
23:05:2018 15:53:36:025,25.1875
23:05:2018 15:53:36:041,25.1875
23:05:2018 15:53:36:041,46.625
23:05:2018 15:53:36:057,46.625
23:05:2018 15:53:36:057,76.0625
23:05:2018 15:53:36:073,76.0625
23:05:2018 15:53:36:073,93.125
23:05:2018 15:53:36:089,93.125
23:05:2018 15:53:36:089,106.8125
23:05:2018 15:53:36:105,106.8125
23:05:2018 15:53:36:105,120.0625
23:05:2018 15:53:36:121,120.0625
23:05:2018 15:53:36:121,127.5
23:05:2018 15:53:36:137,127.5
23:05:2018 15:53:36:137,132.125
23:05:2018 15:53:36:153,132.125
23:05:2018 15:53:36:153,137.3125
23:05:2018 15:53:36:169,137.3125
23:05:2018 15:53:36:169,141.8125
23:05:2018 15:53:36:185,141.8125
23:05:2018 15:53:36:185,143.0625
23:05:2018 15:53:36:201,143.0625
23:05:2018 15:53:36:201,146.5625
23:05:2018 15:53:36:217,146.5625
23:05:2018 15:53:36:217,147.125
23:05:2018 15:53:36:233,147.125
23:05:2018 15:53:36:233,147.375
23:05:2018 15:53:36:249,147.375
23:05:2018 15:53:36:249,148.1875
23:05:2018 15:53:36:265,148.1875
23:05:2018 15:53:36:265,149.4375
23:05:2018 15:53:36:281,149.4375
23:05:2018 15:53:36:281,150.875
23:05:2018 15:53:36:297,150.875
23:05:2018 15:53:36:297,152.875
23:05:2018 15:53:36:314,152.875
23:05:2018 15:53:36:314,153.75
23:05:2018 15:53:36:330,153.75
23:05:2018 15:53:36:330,152.375
23:05:2018 15:53:36:346,152.375
23:05:2018 15:53:36:346,153
23:05:2018 15:53:36:362,153
23:05:2018 15:53:36:362,153.125
23:05:2018 15:53:36:378,153.125
23:05:2018 15:53:36:378,152.75
23:05:2018 15:53:36:410,152.75
23:05:2018 15:53:36:410,154.0625
23:05:2018 15:53:36:426,154.0625
23:05:2018 15:53:36:426,154.5
23:05:2018 15:53:36:442,154.5
23:05:2018 15:53:36:442,153.3125
23:05:2018 15:53:36:458,153.3125
23:05:2018 15:53:36:458,152.125
23:05:2018 15:53:36:474,152.125
23:05:2018 15:53:36:474,153.375
23:05:2018 15:53:36:506,153.375
23:05:2018 15:53:36:506,72.5
23:05:2018 15:53:36:522,72.5
23:05:2018 15:53:36:522,80.875
23:05:2018 15:53:36:538,80.875
23:05:2018 15:53:36:538,78.625
23:05:2018 15:53:36:554,78.625
23:05:2018 15:53:36:554,67.1875
23:05:2018 15:53:36:570,67.1875
23:05:2018 15:53:36:570,55.875
23:05:2018 15:53:36:586,55.875
23:05:2018 15:53:36:586,49.375
23:05:2018 15:53:36:602,49.375
23:05:2018 15:53:36:602,40.6875
23:05:2018 15:53:36:618,40.6875
23:05:2018 15:53:36:618,30.75
23:05:2018 15:53:36:634,30.75
23:05:2018 15:53:36:634,25.9375
23:05:2018 15:53:36:650,25.9375
23:05:2018 15:53:36:650,21.1875
23:05:2018 15:53:36:666,21.1875
23:05:2018 15:53:36:666,17.0625
23:05:2018 15:53:36:683,17.0625
23:05:2018 15:53:36:683,11.25
23:05:2018 15:53:36:699,11.25
23:05:2018 15:53:36:699,10.3125
23:05:2018 15:53:36:715,10.3125
23:05:2018 15:53:36:715,0
23:05:2018 15:53:36:715,0
23:05:2018 15:53:36:765,0
23:05:2018 15:53:36:815,0
23:05:2018 15:53:36:907,0
23:05:2018 15:53:36:907,3.125
23:05:2018 15:53:36:923,3.125
23:05:2018 15:53:36:923,105.3125
23:05:2018 15:53:36:939,105.3125
23:05:2018 15:53:36:939,83.125
23:05:2018 15:53:36:955,83.125
23:05:2018 15:53:36:955,101.75
23:05:2018 15:53:36:971,101.75
23:05:2018 15:53:36:971,110.25
23:05:2018 15:53:36:987,110.25
23:05:2018 15:53:36:987,114.8125
23:05:2018 15:53:37:003,114.8125
23:05:2018 15:53:37:003,118.375
23:05:2018 15:53:37:019,118.375
23:05:2018 15:53:37:019,123.1875
23:05:2018 15:53:37:035,123.1875
23:05:2018 15:53:37:035,126.375
23:05:2018 15:53:37:051,126.375
23:05:2018 15:53:37:051,128.9375
23:05:2018 15:53:37:067,128.9375
23:05:2018 15:53:37:067,130.6875
23:05:2018 15:53:37:084,130.6875
23:05:2018 15:53:37:084,131.0625
23:05:2018 15:53:37:100,131.0625
23:05:2018 15:53:37:100,131.625
23:05:2018 15:53:37:116,131.625
23:05:2018 15:53:37:116,132.0625
23:05:2018 15:53:37:132,132.0625
23:05:2018 15:53:37:132,132.75
23:05:2018 15:53:37:148,132.75
23:05:2018 15:53:37:148,132.875
23:05:2018 15:53:37:164,132.875
23:05:2018 15:53:37:164,132.25
23:05:2018 15:53:37:196,132.25
23:05:2018 15:53:37:196,133.75
23:05:2018 15:53:37:212,133.75
23:05:2018 15:53:37:212,132.25
23:05:2018 15:53:37:228,132.25
23:05:2018 15:53:37:228,130.5
23:05:2018 15:53:37:276,130.5
23:05:2018 15:53:37:276,130.125
23:05:2018 15:53:37:292,130.125
23:05:2018 15:53:37:292,141.9375
23:05:2018 15:53:37:308,141.9375
23:05:2018 15:53:37:308,139.5625
23:05:2018 15:53:37:324,139.5625
23:05:2018 15:53:37:324,138.375
23:05:2018 15:53:37:340,138.375
23:05:2018 15:53:37:340,140.25
23:05:2018 15:53:37:356,140.25
23:05:2018 15:53:37:356,139.5
23:05:2018 15:53:37:372,139.5
23:05:2018 15:53:37:372,138.875
23:05:2018 15:53:37:388,138.875
23:05:2018 15:53:37:388,139.8125
23:05:2018 15:53:37:404,139.8125
23:05:2018 15:53:37:404,140.8125
23:05:2018 15:53:37:437,140.8125
23:05:2018 15:53:37:437,139.3125
23:05:2018 15:53:37:453,139.3125
23:05:2018 15:53:37:453,140.4375
23:05:2018 15:53:37:469,140.4375
23:05:2018 15:53:37:469,141.3125
23:05:2018 15:53:37:485,141.3125
23:05:2018 15:53:37:485,142.4375
23:05:2018 15:53:37:501,142.4375
23:05:2018 15:53:37:501,140.0625
23:05:2018 15:53:37:517,140.0625
23:05:2018 15:53:37:517,141.5625
23:05:2018 15:53:37:533,141.5625
23:05:2018 15:53:37:533,138.875
23:05:2018 15:53:37:549,138.875
23:05:2018 15:53:37:549,139.1875
23:05:2018 15:53:37:565,139.1875
23:05:2018 15:53:37:565,142.4375
23:05:2018 15:53:37:581,142.4375
23:05:2018 15:53:37:581,140.9375
23:05:2018 15:53:37:597,140.9375
23:05:2018 15:53:37:597,136.8125
23:05:2018 15:53:37:613,136.8125
23:05:2018 15:53:37:613,138.0625
23:05:2018 15:53:37:629,138.0625
23:05:2018 15:53:37:629,139
23:05:2018 15:53:37:645,139
23:05:2018 15:53:37:645,140.4375
23:05:2018 15:53:37:661,140.4375
23:05:2018 15:53:37:661,142.125
23:05:2018 15:53:37:677,142.125
23:05:2018 15:53:37:677,139.625
23:05:2018 15:53:37:693,139.625
23:05:2018 15:53:37:693,139
23:05:2018 15:53:37:710,139
23:05:2018 15:53:37:710,140.1875
23:05:2018 15:53:37:726,140.1875
23:05:2018 15:53:37:726,141.625
23:05:2018 15:53:37:758,141.625
23:05:2018 15:53:37:758,139.5625
23:05:2018 15:53:37:774,139.5625
23:05:2018 15:53:37:774,140.4375
23:05:2018 15:53:37:790,140.4375
23:05:2018 15:53:37:790,139.1875
23:05:2018 15:53:37:806,139.1875
23:05:2018 15:53:37:806,141.625
23:05:2018 15:53:37:822,141.625
23:05:2018 15:53:37:822,139.6875
23:05:2018 15:53:37:838,139.6875
23:05:2018 15:53:37:838,138.875
